,Popularity,Score
3243,19251,
3244,18924,
3245,14689,
3246,17840,
3247,18547,
3248,10555,
3249,19545,
3250,19349,
3251,18728,
3252,19546,
3253,19543,
3254,19046,
3255,15204,
3256,16037,
3257,16137,
3258,16217,
3259,16789,
3260,16226,
3261,14566,
3262,16333,
3263,15879,
3264,16744,
3265,16818,
3266,15195,
3267,19582,
3268,17028,
3269,15685,
3270,19544,
3271,16192,
3272,19047,
3273,13312,
3274,19580,
3275,15686,
3276,15802,
3277,16105,
3278,18046,
3279,14912,
3280,19583,
3281,19581,
3282,15856,
3283,19601,
3284,18741,
3285,17657,
3286,12961,
3287,17546,
3288,17831,
3289,14083,
3290,8399,
3291,10936,
3292,16792,
3293,16313,
3294,19615,
3295,18819,
3296,17442,
3297,15999,
3298,14935,
3299,19616,
3300,15565,
3301,17741,
3302,18301,
3303,18182,
3304,15379,
3305,13870,
3306,16675,
3307,17370,
3308,17115,
3309,18329,
3310,15505,
3311,17084,
3312,15510,
3313,18437,
3314,14346,
3315,15044,
3316,18480,
3317,16820,
3318,15955,
3319,16566,
3320,14315,
3321,14936,
3322,16720,
3323,14653,
3324,14708,
3325,18411,
3326,15001,
3327,19623,
3328,15796,
3329,13174,
3330,17410,
3331,18057,
3332,18634,
3333,16900,
3334,17890,
3335,16373,
3336,12945,
3337,17156,
3338,17547,
3339,16901,
3340,14776,
3341,14362,
3342,19631,
3343,15406,
3344,17371,
3345,16606,
3346,14272,
3347,13646,
3348,16506,
3349,14371,
3350,17534,
3351,14610,
3352,16822,
3353,17832,
3354,17116,
3355,18412,
3356,12955,
3357,16219,
3358,13888,
3359,18756,
3360,15027,
3361,17230,
3362,17085,
3363,15236,
3364,18104,
3365,17574,
3366,16821,
3367,19642,
3368,16678,
3369,19107,
3370,18464,
3371,19158,
3372,19351,
3373,15632,
3374,16000,
3375,18633,
3376,18927,
3377,13215,
3378,19639,
3379,19643,
3380,19641,
3381,19024,
3382,18881,
3383,11232,
3384,11692,
3385,19352,
3386,18593,
3387,19661,
3388,17701,
3389,19640,
3390,13923,
3391,16932,
3392,16442,
3393,15688,
3394,18742,
3395,19670,
3396,18640,
3397,16677,
3398,17981,
3399,19669,
3400,16650,
3401,18917,
3402,14914,
3403,13653,
3404,19660,
3405,15077,
3406,14407,
3407,16443,
3408,17767,
3409,15828,
3410,17980,
3411,15797,
3412,18544,
3413,15511,
3414,17278,
3415,19672,
3416,16006,
3417,13506,
3418,18614,
3419,11792,
3420,15506,
3421,13313,
3422,13928,
3423,14805,
3424,18185,
3425,18369,
3426,18349,
3427,18720,
3428,18481,
3429,17630,
3430,18296,
3431,19683,
3432,18414,
3433,15697,
3434,16823,
3435,19090,
3436,19681,
3437,17617,
3438,19682,
3439,18184,
3440,16781,
3441,18252,
3442,19353,
3443,19678,
3444,19108,
3445,13647,
3446,14452,
3447,18600,
3448,16402,
3449,18141,
3450,17223,
3451,16782,
3452,19110,
3453,19688,
3454,18715,
3455,17446,
3456,19679,
3457,19109,
3458,18196,
3459,19680,
3460,19699,
3461,12001,
3462,18422,
3463,16831,
3464,17381,
3465,15153,
3466,17477,
3467,17476,
3468,16616,
3469,15605,
3470,19700,
3471,19177,
3472,18458,
3473,19701,
3474,13930,
3475,17834,
3476,19180,
3477,17548,
3478,18016,
3479,16784,
3480,18080,
3481,15761,
3482,16761,
3483,16953,
3484,19730,
3485,19054,
3486,17280,
3487,16445,
3488,18120,
3489,18716,
3490,18545,
3491,16314,
3492,14593,
3493,19261,
3494,17769,
3495,17835,
3496,19738,
3497,14474,
3498,17549,
3499,18247,
3500,19055,
3501,17383,
3502,14455,
3503,16101,
3504,16865,
3505,16995,
3506,16906,
3507,16567,
3508,15442,
3509,17484,
3510,15447,
3511,16544,
3512,17661,
3513,15733,
3514,18575,
3515,16509,
3516,18050,
3517,17197,
3518,14919,
3519,18525,
3520,16833,
3521,13833,
3522,17486,
3523,19280,
3524,14830,
3525,16575,
3526,14920,
3527,16857,
3528,19263,
3529,15473,
3530,13692,
3531,18222,
3532,18223,
3533,16762,
3534,13583,
3535,18248,
3536,15481,
3537,15903,
3538,15567,
3539,15540,
3540,17480,
3541,17304,
3542,19778,
3543,15973,
3544,19779,
3545,17801,
3546,12429,
3547,15006,
3548,16195,
3549,12085,
3550,14200,
3551,16043,
3552,13033,
3553,18503,
3554,12345,
3555,16111,
3556,14831,
3557,16110,
3558,18668,
3559,18199,
3560,12995,
3561,18108,
3562,16858,
3563,15775,
3564,17841,
3565,18323,
3566,16934,
3567,19790,
3568,15807,
3569,16617,
3570,19186,
3571,19165,
3572,15799,
3573,17044,
3574,18989,
3575,17004,
3576,19118,
3577,13857,
3578,19799,
3579,18988,
3580,12577,
3581,16927,
3582,11453,
3583,15381,
3584,17538,
3585,13185,
3586,17119,
3587,12236,
3588,18726,
3589,19797,
3590,17539,
3591,15890,
3592,17036,
3593,18306,
3594,13877,
3595,19795,
3596,19805,
3597,16956,
3598,19358,
3599,16936,
3600,19193,
3601,16534,
3602,19192,
3603,19806,
3604,17985,
3605,19814,
3606,17994,
3607,17404,
3608,19796,
3609,16765,
3610,16476,
3611,16724,
3612,18977,
3613,14206,
3614,19812,
3615,19811,
3616,14806,
3617,16642,
3618,19404,
3619,19169,
3620,19031,
3621,15762,
3622,19809,
3623,19810,
3624,14014,
3625,15866,
3626,18717,
3627,17490,
3628,18718,
3629,16546,
3630,17483,
3631,14102,
3632,18777,
3633,12589,
3634,19815,
3635,19909,
3636,11746,
3637,11486,
3638,10348,
3639,16450,
3640,7766,
3641,14933,
3642,9835,
3643,8394,
3644,5546,
3645,13415,
3646,11651,
3647,20016,
3648,7134,
3649,5575,
3650,11003,
3651,7311,
3652,20144,
3653,11133,
3654,3117,
3655,20139,
3656,3092,
3657,20140,
3658,19908,
3659,20224,
3660,5493,
3661,9944,
3662,15017,
3663,1741,
3664,3181,
3665,7499,
3666,19434,
3667,6826,
3668,19532,
3669,13132,
3670,7831,
3671,16204,
3672,19528,
3673,13446,
3674,11400,
3675,900,
3676,19664,
3677,12365,
3678,7193,
3679,19780,
3680,11020,
3681,19777,
3682,10718,
3683,4389,7.43
3684,4077,7.42
3685,19671,
3686,3518,
3687,18154,
3688,5392,7.18
3689,2369,7.42
3690,4627,7.04
3691,4215,7.47
3692,5296,7.17
3693,3405,7.44
3694,8436,6.9
3695,3848,
3696,4646,7.04
3697,7334,6.9
3698,6042,6.9
3699,4681,6.9
3700,7929,7.04
3701,3958,7.04
3702,5191,7.17
3703,5158,6.91
3704,6944,6.9
3705,7448,6.91
3706,8049,6.91
3707,4707,6.9
3708,6297,6.82
3709,5179,6.91
3710,7005,6.82
3711,5785,6.74
3712,2525,6.91
3713,3388,6.82
3714,5528,6.9
3715,4410,6.75
3716,6640,6.75
3717,5467,6.75
3718,3379,6.82
3719,5428,7.17
3720,5310,6.82
3721,4533,6.75
3722,5319,6.76
3723,4403,6.75
3724,4993,6.75
3725,6185,6.76
3726,4556,6.76
3727,6176,6.76
3728,6305,6.75
3729,5929,6.75
3730,6134,6.77
3731,4761,6.77
3732,6001,6.77
3733,6687,6.77
3734,5356,6.77
3735,6678,6.75
3736,3791,6.66
3737,3494,6.67
3738,8374,6.67
3739,5968,6.76
3740,6548,6.76
3741,5278,6.67
3742,5029,6.77
3743,4611,6.67
3744,5529,6.68
3745,5917,6.68
3746,5381,6.68
3747,5664,6.67
3748,5370,6.68
3749,5304,6.68
3750,2826,6.68
3751,6418,6.68
3752,6744,6.67
3753,7274,6.68
3754,7998,6.6
3755,6769,6.69
3756,4538,6.61
3757,6824,6.6
3758,5300,6.61
3759,6480,6.53
3760,4842,6.68
3761,7055,6.54
3762,6115,6.68
3763,6757,6.54
3764,6056,6.54
3765,6519,6.76
3766,8667,6.69
3767,7029,6.54
3768,5842,6.55
3769,5383,6.54
3770,4949,6.54
3771,5481,6.48
3772,8269,6.49
3773,6921,6.48
3774,5375,6.49
3775,8298,6.54
3776,7582,6.49
3777,9655,6.48
3778,9341,6.48
3779,7092,6.49
3780,3352,6.53
3781,6456,6.49
3782,7957,6.49
3783,6946,6.49
3784,5525,6.49
3785,7130,6.5
3786,5680,6.5
3787,4423,6.68
3788,5666,6.5
3789,6006,6.49
3790,7182,6.5
3791,5598,6.5
3792,6735,6.5
3793,6867,6.49
3794,7837,6.41
3795,6039,6.4
3796,6988,6.49
3797,7749,6.41
3798,9184,6.5
3799,6647,6.35
3800,7846,6.49
3801,7524,6.41
3802,7360,6.36
3803,6717,6.4
3804,6748,6.5
3805,7589,6.29
3806,6740,6.29
3807,7358,6.5
3808,6736,6.35
3809,7322,6.3
3810,6079,6.29
3811,5362,6.3
3812,10937,6.29
3813,5667,6.3
3814,7082,6.3
3815,7050,6.31
3816,7014,6.3
3817,6175,6.36
3818,7905,6.31
3819,6781,6.31
3820,8332,6.31
3821,7062,6.29
3822,6796,6.31
3823,9300,6.3
3824,6324,6.32
3825,6082,6.31
3826,7728,6.32
3827,6423,6.32
3828,5547,6.31
3829,6523,6.32
3830,6451,6.32
3831,7611,6.23
3832,6673,6.32
3833,5345,6.23
3834,7319,6.23
3835,7945,6.32
3836,6589,6.32
3837,6557,6.24
3838,6385,6.24
3839,7408,6.24
3840,6285,6.32
3841,5969,6.24
3842,7531,6.24
3843,6380,6.23
3844,7388,6.31
3845,1850,6.24
3846,8385,6.17
3847,6630,6.24
3848,8315,6.24
3849,6900,6.18
3850,5020,6.11
3851,8498,6.11
3852,7849,6.23
3853,7592,6.11
3854,7110,6.11
3855,7568,6.06
3856,8330,6.06
3857,8160,5.98
3858,7329,6.24
3859,8088,6.11
3860,8800,5.99
3861,8299,6.32
3862,7975,5.99
3863,7959,6.17
3864,9662,5.99
3865,7808,5.99
3866,7825,6.06
3867,8134,5.99
3868,8753,5.99
3869,8659,5.99
3870,6474,6.0
3871,6849,6.0
3872,8180,6.24
3873,7106,6.0
3874,3530,6.0
3875,8794,5.89
3876,9665,5.99
3877,7349,5.89
3878,8408,6.0
3879,8112,6.0
3880,8874,5.9
3881,2114,5.9
3882,9453,5.81
3883,8194,5.89
3884,8421,5.81
3885,8329,5.8
3886,7467,6.01
3887,8389,5.72
3888,8420,5.9
3889,10295,5.8
3890,8884,5.73
3891,8651,5.73
3892,8072,5.81
3893,8103,5.73
3894,6239,5.89
3895,9592,5.74
3896,10554,5.73
3897,8010,5.74
3898,8033,5.74
3899,7606,5.74
3900,7938,5.63
3901,7584,5.63
3902,10381,5.63
3903,6485,5.63
3904,8529,5.55
3905,11004,5.55
3906,9006,5.55
3907,6885,5.55
3908,10835,5.72
3909,9278,5.73
3910,7741,5.73
3911,9001,5.72
3912,9094,5.8
3913,4381,5.56
3914,10217,5.47
3915,9855,5.55
3916,9100,5.56
3917,8582,5.56
3918,9557,5.56
3919,9520,5.37
3920,8728,5.39
3921,9367,5.38
3922,10530,5.38
3923,9896,5.56
3924,9859,5.47
3925,10311,5.24
3926,12267,5.24
3927,12515,5.14
3928,9151,5.15
3929,10721,5.15
3930,11026,5.24
3931,4197,5.47
3932,12192,5.15
3933,9937,5.15
3934,10095,5.16
3935,10313,5.56
3936,11170,5.39
3937,10009,5.17
3938,11171,5.16
3939,12205,4.96
3940,10535,5.15
3941,10548,4.96
3942,10654,5.16
3943,11065,4.64
3944,11237,4.65
3945,11434,4.65
3946,11794,4.96
3947,12486,
3948,15932,
3949,12497,4.64
3950,16925,
3951,10591,5.16
3952,12936,
3953,15887,
3954,11714,5.17
3955,11511,4.67
3956,12448,5.17
3957,16817,
3958,14096,
3959,13069,
3960,14230,
3961,17174,
3962,10306,
3963,15198,
3964,14191,
3965,20055,
3966,19965,
3967,15392,
3968,16813,
3969,16733,
3970,6220,
3971,12286,
3972,12118,
3973,7287,2.22
3974,9728,4.03
3975,13453,
3976,11387,4.15
3977,14395,
3978,5112,4.36
3979,1152,4.24
3980,13531,
3981,2234,4.36
3982,11230,4.37
3983,2317,4.34
3984,10608,4.48
3985,10511,4.29
3986,9527,4.57
3987,10969,4.55
3988,11476,4.57
3989,11415,4.57
3990,12342,4.58
3991,10622,4.23
3992,11834,4.5
3993,8555,4.63
3994,11374,4.6
3995,2948,4.67
3996,12337,4.68
3997,12875,4.69
3998,10362,3.58
3999,11883,4.6
4000,12872,4.58
4001,11540,4.75
4002,10847,4.59
4003,12485,4.72
4004,10194,4.76
4005,11002,4.75
4006,11154,4.54
4007,10636,4.83
4008,11855,4.72
4009,10849,4.83
4010,10780,4.69
4011,11275,4.83
4012,11700,4.84
4013,10917,4.85
4014,12642,4.86
4015,12117,4.84
4016,13750,4.87
4017,8757,4.85
4018,12925,4.86
4019,10901,4.9
4020,9486,4.91
4021,11217,4.8
4022,12187,4.81
4023,11535,4.91
4024,13327,4.77
4025,11803,4.92
4026,13002,4.92
4027,12356,4.92
4028,12745,4.92
4029,12127,4.91
4030,11491,4.93
4031,11093,4.89
4032,10871,4.94
4033,12849,4.92
4034,10930,4.94
4035,12980,4.87
4036,11324,4.95
4037,12057,4.94
4038,13140,4.95
4039,8163,4.94
4040,12348,4.96
4041,9926,4.93
4042,9961,5.0
4043,11418,4.87
4044,8737,5.0
4045,11393,5.01
4046,12929,5.02
4047,11196,4.92
4048,12571,5.02
4049,10452,4.96
4050,12715,5.0
4051,10444,5.03
4052,10958,4.98
4053,12423,5.04
4054,11268,5.04
4055,10526,5.05
4056,9274,5.05
4057,12631,5.05
4058,11589,5.05
4059,11178,5.05
4060,11864,5.06
4061,12351,5.02
4062,9307,5.07
4063,11886,5.06
4064,13378,4.99
4065,12238,5.07
4066,12677,5.08
4067,12355,5.09
4068,13050,4.94
4069,13474,5.01
4070,12594,5.09
4071,12294,5.1
4072,11458,5.03
4073,13201,5.1
4074,12049,5.1
4075,8825,5.05
4076,12964,5.1
4077,12768,5.07
4078,10318,5.13
4079,12449,5.09
4080,12108,5.12
4081,8028,5.13
4082,5850,5.1
4083,12183,5.1
4084,10559,5.14
4085,10561,5.14
4086,10524,5.11
4087,8998,5.18
4088,11483,5.12
4089,11872,5.18
4090,8217,5.19
4091,8697,5.17
4092,9684,5.09
4093,9893,5.2
4094,9035,5.14
4095,9765,5.2
4096,4062,5.19
4097,9930,5.19
4098,11949,5.18
4099,12951,5.2
4100,7896,5.21
4101,11095,5.2
4102,11346,5.2
4103,11566,5.21
4104,11120,5.22
4105,9327,5.21
4106,10897,5.22
4107,11929,5.22
4108,9991,5.19
4109,10358,5.22
4110,10502,5.13
4111,10960,5.2
4112,11576,5.22
4113,12392,5.22
4114,10575,5.22
4115,10407,5.23
4116,10481,5.22
4117,10184,5.23
4118,10086,5.23
4119,10731,5.14
4120,8527,5.24
4121,10858,5.22
4122,11274,5.22
4123,12498,5.22
4124,11694,5.25
4125,9990,5.23
4126,11736,5.23
4127,10845,5.26
4128,11076,5.26
4129,10359,5.25
4130,9456,5.24
4131,9082,5.24
4132,9573,5.26
4133,11440,5.23
4134,12529,5.26
4135,9720,5.25
4136,8691,5.28
4137,11101,5.28
4138,9474,5.29
4139,8927,5.29
4140,12071,5.26
4141,10342,5.3
4142,10157,5.3
4143,11596,5.29
4144,8135,5.3
4145,12293,5.31
4146,12226,5.29
4147,9912,5.31
4148,9504,5.32
4149,10610,5.32
4150,8962,5.33
4151,11999,5.28
4152,8516,5.31
4153,8718,5.33
4154,12217,5.33
4155,9133,5.33
4156,11797,5.34
4157,10175,5.35
4158,9118,5.31
4159,12548,5.32
4160,10902,5.35
4161,10398,5.35
4162,8968,5.22
4163,9787,5.36
4164,9332,5.36
4165,8481,5.34
4166,10075,5.35
4167,10394,5.37
4168,11078,5.35
4169,10456,5.39
4170,12439,5.37
4171,10564,5.39
4172,9598,5.31
4173,10239,5.4
4174,9561,5.37
4175,10121,5.27
4176,9451,5.4
4177,8773,5.4
4178,7516,5.4
4179,9203,5.41
4180,11632,5.41
4181,10399,5.41
4182,6256,5.4
4183,9156,5.4
4184,9515,5.41
4185,9793,5.41
4186,2700,5.42
4187,10850,5.42
4188,9050,5.42
4189,9165,5.36
4190,10001,5.42
4191,10225,5.43
4192,11679,5.42
4193,10558,5.43
4194,9088,5.43
4195,9660,5.43
4196,10503,5.35
4197,11081,5.44
4198,8893,5.39
4199,7645,5.37
4200,10077,5.44
4201,8786,5.45
4202,9790,5.45
4203,9457,5.42
4204,10310,5.45
4205,8503,5.45
4206,9708,5.45
4207,8723,5.43
4208,7989,5.43
4209,10728,5.46
4210,3615,5.45
4211,6069,5.46
4212,9289,5.46
4213,10281,5.46
4214,11059,5.46
4215,10507,5.42
4216,9059,5.47
4217,10515,5.47
4218,10527,5.47
4219,9530,5.45
4220,10660,5.46
4221,6051,5.46
4222,9298,5.47
4223,9983,5.48
4224,10590,5.47
4225,10776,5.49
4226,11198,5.46
4227,6267,5.49
4228,9977,5.43
4229,9745,5.49
4230,8454,5.49
4231,10692,5.5
4232,10244,5.5
4233,9729,5.5
4234,11559,5.51
4235,10198,5.5
4236,10250,5.51
4237,9074,5.51
4238,11362,5.49
4239,9147,5.51
4240,10058,5.51
4241,8356,5.47
4242,9871,5.51
4243,9533,5.52
4244,10651,5.49
4245,9697,5.52
4246,11131,5.52
4247,8801,5.52
4248,10436,5.52
4249,9819,5.52
4250,11903,5.47
4251,9626,5.53
4252,9834,5.5
4253,7140,5.51
4254,9366,5.54
4255,10002,5.54
4256,9784,5.52
4257,9629,5.54
4258,4487,5.52
4259,9883,5.52
4260,7943,5.52
4261,9166,5.56
4262,10064,5.54
4263,7901,5.57
4264,4158,5.53
4265,9779,5.57
4266,10346,5.55
4267,10160,5.58
4268,8702,5.56
4269,7149,5.58
4270,3120,5.58
4271,9295,5.55
4272,7971,5.55
4273,9049,5.57
4274,10605,5.55
4275,10191,5.59
4276,9952,5.59
4277,9796,5.58
4278,7493,5.6
4279,3544,5.59
4280,10745,5.61
4281,7841,5.56
4282,10532,5.6
4283,10040,5.61
4284,9190,5.61
4285,10120,5.61
4286,7418,5.61
4287,9183,5.62
4288,9918,5.62
4289,10279,5.6
4290,9717,5.62
4291,11204,5.61
4292,7372,5.62
4293,10414,5.62
4294,10552,5.57
4295,2498,5.62
4296,9089,5.62
4297,9558,5.61
4298,8959,5.62
4299,4482,5.62
4300,10069,5.63
4301,10132,5.58
4302,7715,5.64
4303,10468,5.64
4304,8566,5.62
4305,9248,5.64
4306,9577,5.6
4307,8162,5.64
4308,14381,5.65
4309,9229,5.65
4310,8434,5.64
4311,9963,5.65
4312,10150,5.65
4313,10296,5.65
4314,10471,5.65
4315,9613,5.62
4316,9674,5.66
4317,7454,5.66
4318,10331,5.66
4319,9008,5.67
4320,9178,5.66
4321,9721,5.66
4322,10012,5.68
4323,9600,5.68
4324,13305,5.68
4325,9713,5.68
4326,8197,5.68
4327,8274,5.69
4328,8435,5.69
4329,8221,5.69
4330,8334,5.69
4331,5977,5.66
4332,9399,5.7
4333,8433,5.7
4334,8273,5.63
4335,11513,5.7
4336,10791,5.7
4337,9480,5.7
4338,9385,5.7
4339,9264,5.67
4340,9129,5.7
4341,9617,5.69
4342,9402,5.66
4343,9550,5.72
4344,8693,5.7
4345,9627,5.74
4346,8119,5.71
4347,7927,5.63
4348,9698,5.71
4349,9927,5.74
4350,8844,5.71
4351,10169,5.75
4352,8957,5.72
4353,9808,5.75
4354,9243,5.75
4355,7562,5.74
4356,9596,5.74
4357,8021,5.76
4358,7858,5.76
4359,5221,5.76
4360,9440,5.72
4361,9714,5.75
4362,8364,5.76
4363,6164,5.72
4364,8618,5.77
4365,8177,5.77
4366,8770,5.78
4367,10062,5.74
4368,8446,5.78
4369,8290,5.77
4370,4874,5.77
4371,8895,5.78
4372,8541,5.78
4373,7006,5.77
4374,10324,5.78
4375,7340,5.78
4376,8178,5.78
4377,6099,5.75
4378,7500,5.79
4379,8167,5.77
4380,9301,5.77
4381,8961,5.78
4382,7948,5.79
4383,9975,5.79
4384,8918,5.81
4385,7449,5.81
4386,8831,5.79
4387,5215,5.78
4388,7979,5.82
4389,8154,5.82
4390,9207,5.78
4391,7081,5.79
4392,6761,5.82
4393,8875,5.82
4394,9689,5.82
4395,6832,5.83
4396,9349,5.82
4397,6381,5.81
4398,9319,5.83
4399,8614,5.82
4400,7213,5.83
4401,6316,5.84
4402,10016,5.83
4403,7535,5.84
4404,8099,5.83
4405,10113,5.84
4406,7256,5.84
4407,9924,5.79
4408,4796,5.84
4409,9257,5.82
4410,7450,5.86
4411,7078,5.87
4412,9820,5.87
4413,8785,5.87
4414,9844,5.84
4415,7992,5.87
4416,10860,5.88
4417,6733,5.88
4418,9057,5.86
4419,8851,5.87
4420,8502,5.88
4421,7977,5.83
4422,9606,5.89
4423,9360,5.86
4424,4245,5.85
4425,8322,5.88
4426,9070,5.89
4427,8743,5.89
4428,6008,5.87
4429,9323,5.9
4430,6041,5.9
4431,8137,5.9
4432,7748,5.9
4433,9010,5.91
4434,9471,5.9
4435,8100,5.91
4436,8365,5.88
4437,8716,5.88
4438,8377,5.91
4439,7230,5.91
4440,8560,5.91
4441,5386,5.92
4442,7771,5.9
4443,9733,5.87
4444,6693,5.91
4445,6098,5.89
4446,7738,5.93
4447,9791,5.94
4448,8813,5.93
4449,9338,5.94
4450,9306,5.94
4451,9247,5.91
4452,7567,5.93
4453,9241,5.94
4454,5803,5.92
4455,9710,5.95
4456,7483,5.91
4457,2713,5.92
4458,9055,5.93
4459,7386,5.96
4460,7632,5.95
4461,8574,5.95
4462,7914,5.97
4463,9309,5.96
4464,8280,5.98
4465,8584,5.96
4466,8971,5.94
4467,8058,5.98
4468,7478,5.98
4469,8463,5.98
4470,9428,5.96
4471,9622,6.01
4472,8683,5.95
4473,9039,6.01
4474,9823,5.95
4475,6138,6.01
4476,8277,5.98
4477,10232,6.01
4478,8052,6.01
4479,7151,6.01
4480,7343,6.02
4481,6606,6.02
4482,7317,6.01
4483,9574,6.02
4484,4801,5.96
4485,9818,6.02
4486,7228,6.03
4487,6604,6.03
4488,7962,6.02
4489,7451,5.98
4490,8735,6.04
4491,6968,6.02
4492,9167,6.02
4493,13373,6.03
4494,6083,6.04
4495,8161,6.04
4496,8051,6.03
4497,7276,6.05
4498,9293,6.04
4499,7904,6.05
4500,7112,6.01
4501,7725,6.04
4502,9143,6.05
4503,8575,6.05
4504,7814,6.04
4505,7832,6.04
4506,6788,6.06
4507,9176,6.04
4508,8418,6.05
4509,8234,6.06
4510,6509,6.06
4511,9491,6.06
4512,8615,6.07
4513,7485,6.07
4514,8499,6.07
4515,7402,6.07
4516,8839,6.07
4517,8152,6.07
4518,8336,6.07
4519,9107,6.04
4520,8604,6.05
4521,6213,6.06
4522,7400,6.07
4523,6719,6.07
4524,7196,6.06
4525,3737,6.06
4526,8373,6.09
4527,9121,6.09
4528,10699,6.08
4529,5596,6.09
4530,8926,6.09
4531,7412,6.07
4532,7109,6.09
4533,8027,6.08
4534,5127,6.09
4535,6655,6.1
4536,9939,6.1
4537,8669,6.09
4538,6318,6.1
4539,7038,6.1
4540,9302,6.07
4541,8358,6.1
4542,7534,6.09
4543,7559,6.1
4544,7332,6.08
4545,10723,6.1
4546,9444,6.1
4547,9483,6.1
4548,7980,6.1
4549,9046,6.11
4550,7540,6.11
4551,3861,6.1
4552,7912,6.07
4553,10753,6.1
4554,9113,6.1
4555,7597,6.11
4556,7016,6.11
4557,6979,6.12
4558,8634,6.12
4559,6917,6.11
4560,7183,6.12
4561,7250,6.12
4562,9392,6.12
4563,7930,6.13
4564,8788,6.12
4565,3180,6.13
4566,6184,6.13
4567,7918,6.1
4568,7076,6.13
4569,8248,6.14
4570,8270,6.12
4571,6013,6.11
4572,7433,6.14
4573,6706,6.14
4574,8224,6.14
4575,8110,6.13
4576,10234,6.13
4577,7391,6.15
4578,7671,6.15
4579,9044,6.14
4580,7105,6.15
4581,10278,6.15
4582,8307,6.16
4583,7767,6.14
4584,7187,6.16
4585,8682,6.16
4586,8674,6.16
4587,8157,6.14
4588,7911,6.16
4589,10355,6.16
4590,8125,6.17
4591,8854,6.17
4592,9180,6.15
4593,7143,6.16
4594,10061,6.17
4595,8129,6.18
4596,3779,6.16
4597,6409,6.18
4598,10449,6.16
4599,3440,6.16
4600,7173,6.18
4601,7031,6.18
4602,6442,6.17
4603,7316,6.19
4604,7726,6.19
4605,2834,6.18
4606,6998,6.19
4607,7464,6.17
4608,6924,6.19
4609,8140,6.19
4610,7822,6.18
4611,6738,6.19
4612,6402,6.19
4613,6181,6.18
4614,8023,6.18
4615,6713,6.2
4616,7775,6.2
4617,7735,6.2
4618,8531,6.2
4619,6516,6.19
4620,9052,6.2
4621,6927,6.2
4622,7577,6.21
4623,6572,6.21
4624,8778,6.21
4625,7744,6.21
4626,7083,6.22
4627,7701,6.2
4628,6933,6.21
4629,6026,6.22
4630,8046,6.22
4631,6484,6.22
4632,7365,6.2
4633,7136,6.22
4634,7900,6.2
4635,6936,6.17
4636,8293,6.21
4637,8838,6.22
4638,7354,6.22
4639,6723,6.22
4640,7446,6.23
4641,9538,6.23
4642,5403,6.22
4643,7770,6.25
4644,8382,6.22
4645,7425,6.22
4646,7898,6.25
4647,7804,6.22
4648,8305,6.25
4649,6081,6.23
4650,9551,6.25
4651,8452,6.25
4652,6470,6.25
4653,6999,6.25
4654,5915,6.2
4655,7710,6.25
4656,6957,6.25
4657,6652,6.26
4658,7277,6.26
4659,7043,6.26
4660,7330,6.25
4661,7556,6.27
4662,5981,6.27
4663,6776,6.26
4664,6689,6.28
4665,7949,6.28
4666,8350,6.28
4667,6491,6.25
4668,7852,6.27
4669,6131,6.28
4670,5242,6.28
4671,7191,6.27
4672,6628,6.28
4673,7325,6.27
4674,6466,6.29
4675,6537,6.29
4676,7917,6.29
4677,5367,6.28
4678,8060,6.32
4679,9824,6.33
4680,8863,6.26
4681,4719,6.29
4682,6551,6.33
4683,6711,6.28
4684,7845,6.29
4685,6260,6.33
4686,6914,6.33
4687,7834,6.33
4688,7172,6.33
4689,6103,6.33
4690,7115,6.34
4691,6941,6.35
4692,8131,6.33
4693,7267,6.33
4694,5445,6.35
4695,6363,6.35
4696,3289,6.35
4697,7664,6.35
4698,7612,6.33
4699,11704,6.25
4700,7963,6.36
4701,7290,6.36
4702,6420,6.34
4703,6314,6.36
4704,5172,6.36
4705,6878,6.36
4706,7961,6.36
4707,6530,6.36
4708,6349,6.35
4709,9653,6.37
4710,5668,6.37
4711,8639,6.37
4712,5774,6.36
4713,6782,6.36
4714,7482,6.37
4715,7056,6.35
4716,5880,6.37
4717,7461,6.35
4718,7996,6.37
4719,6040,6.37
4720,9045,6.38
4721,6569,6.37
4722,7398,6.37
4723,6856,6.38
4724,7021,6.38
4725,7696,6.38
4726,8528,6.37
4727,8102,6.38
4728,5485,6.38
4729,7899,6.38
4730,7059,6.37
4731,6869,6.39
4732,8257,6.39
4733,7227,6.38
4734,7854,6.39
4735,6690,6.4
4736,5587,6.4
4737,6829,6.38
4738,7709,6.38
4739,8208,6.4
4740,5487,6.4
4741,7200,6.4
4742,8824,6.4
4743,6555,6.4
4744,7601,6.41
4745,5877,6.39
4746,7864,6.4
4747,7033,6.41
4748,7638,6.4
4749,6229,6.42
4750,7925,6.42
4751,6835,6.42
4752,6651,6.43
4753,6663,6.43
4754,7695,6.43
4755,7629,6.38
4756,5726,6.38
4757,7294,6.43
4758,8602,6.4
4759,5847,6.43
4760,7312,6.44
4761,5949,6.42
4762,7686,6.43
4763,6506,6.44
4764,6478,6.43
4765,6234,6.43
4766,6209,6.44
4767,7077,6.44
4768,7921,6.43
4769,6679,6.44
4770,6898,6.44
4771,5760,6.43
4772,6460,6.45
4773,8002,6.45
4774,5851,6.45
4775,7385,6.45
4776,6387,6.45
4777,6258,6.45
4778,6775,6.45
4779,7305,6.46
4780,5745,6.46
4781,6575,6.47
