,Popularity,Score
10662,11891,4.97
10663,11289,4.97
10664,15940,4.97
10665,14376,4.97
10666,14141,4.97
10667,14398,4.97
10668,13687,4.97
10669,9950,4.97
10670,10476,4.97
10671,11499,4.97
10672,10609,4.98
10673,14413,4.98
10674,10644,4.97
10675,7236,4.98
10676,14785,4.98
10677,11738,4.99
10678,15908,4.96
10679,15518,4.98
10680,10841,4.99
10681,11166,4.98
10682,9615,4.97
10683,14001,4.99
10684,14783,5.0
10685,11425,5.0
10686,16020,4.98
10687,13615,5.0
10688,14488,5.0
10689,6603,5.0
10690,16153,4.98
10691,9120,5.0
10692,14620,4.99
10693,15535,5.0
10694,11914,5.0
10695,14455,5.0
10696,9116,4.98
10697,14886,5.0
10698,16028,5.0
10699,10805,5.0
10700,15985,5.0
10701,13514,5.0
10702,6107,5.01
10703,15270,5.01
10704,11973,5.01
10705,8599,5.01
10706,14341,5.01
10707,15260,5.01
10708,14340,5.01
10709,16113,5.01
10710,8071,5.0
10711,12430,5.01
10712,8216,5.01
10713,16147,5.01
10714,15489,5.01
10715,12058,5.0
10716,13598,5.01
10717,14047,5.0
10718,11228,5.02
10719,13968,5.01
10720,10098,5.02
10721,12495,5.01
10722,14236,5.02
10723,12712,5.02
10724,14824,5.03
10725,12509,5.02
10726,12451,5.03
10727,10939,5.01
10728,15428,5.01
10729,10126,5.02
10730,16602,5.03
10731,12061,5.02
10732,14474,5.03
10733,15370,5.03
10734,14133,5.03
10735,15471,5.02
10736,7781,5.03
10737,11852,5.03
10738,16012,5.03
10739,14914,5.03
10740,15827,5.03
10741,12459,5.04
10742,899,5.03
10743,12457,5.04
10744,14627,5.02
10745,6076,5.04
10746,14713,5.04
10747,14542,5.03
10748,13705,5.04
10749,13932,5.04
10750,8805,5.03
10751,15006,5.05
10752,14046,5.05
10753,15639,5.04
10754,13537,5.05
10755,13796,5.03
10756,9849,5.05
10757,11152,5.04
10758,14875,5.05
10759,9781,5.04
10760,16400,5.05
10761,14464,5.05
10762,11444,5.05
10763,15667,5.05
10764,14912,5.04
10765,12834,5.05
10766,12026,5.05
10767,14307,5.05
10768,11257,5.06
10769,12955,5.05
10770,15137,5.05
10771,15027,5.05
10772,15746,5.06
10773,15778,5.06
10774,13361,5.05
10775,13244,5.07
10776,13342,5.07
10777,16030,5.07
10778,11132,5.07
10779,13669,5.07
10780,11717,5.06
10781,14149,5.07
10782,12658,5.07
10783,11430,5.07
10784,11225,5.07
10785,10224,5.07
10786,11675,5.07
10787,6306,5.07
10788,14583,5.07
10789,9039,5.07
10790,11545,5.07
10791,15680,5.08
10792,9821,5.07
10793,12724,5.08
10794,6366,5.08
10795,13593,5.08
10796,14952,5.08
10797,10810,5.07
10798,10820,5.08
10799,5996,5.08
10800,15308,5.08
10801,9335,5.07
10802,13691,5.05
10803,11707,5.08
10804,10784,5.08
10805,8841,5.09
10806,1470,5.09
10807,14120,5.09
10808,13027,5.09
10809,16638,5.09
10810,14159,5.09
10811,11472,5.06
10812,12790,5.09
10813,14568,5.09
10814,10798,5.08
10815,11922,5.09
10816,15118,5.1
10817,7786,5.1
10818,4274,5.09
10819,12100,5.1
10820,15386,5.1
10821,13428,5.1
10822,16406,5.09
10823,13639,5.09
10824,14639,5.11
10825,8949,5.11
10826,12175,5.09
10827,3769,5.11
10828,13955,5.11
10829,11059,5.1
10830,15961,5.1
10831,11213,5.11
10832,13226,5.1
10833,15414,5.08
10834,6437,5.11
10835,12857,5.11
10836,12137,5.11
10837,10972,5.11
10838,8933,5.11
10839,14191,5.11
10840,13155,5.11
10841,9357,5.11
10842,8286,5.11
10843,7204,5.11
10844,2016,5.11
10845,16141,5.11
10846,14484,5.11
10847,12079,5.12
10848,13944,5.12
10849,15656,5.12
10850,14584,5.11
10851,10372,5.12
10852,5746,5.12
10853,14633,5.11
10854,3557,5.12
10855,15342,5.11
10856,12753,5.12
10857,15102,5.12
10858,4341,5.13
10859,11907,5.13
10860,10434,5.13
10861,14765,5.13
10862,11159,5.12
10863,13205,5.13
10864,12435,5.13
10865,13555,5.13
10866,13883,5.11
10867,7946,5.13
10868,15098,5.12
10869,11720,5.13
10870,14753,5.13
10871,14649,5.13
10872,14075,5.13
10873,15898,5.13
10874,10385,5.13
10875,8428,5.12
10876,17177,5.13
10877,9388,5.13
10878,9727,5.13
10879,11862,5.13
10880,14272,5.14
10881,4097,5.14
10882,14697,5.13
10883,9512,5.13
10884,12103,5.13
10885,14252,5.14
10886,14266,5.14
10887,15553,5.14
10888,9771,5.13
10889,15753,5.14
10890,12008,5.13
10891,10763,5.14
10892,8641,5.14
10893,14537,5.14
10894,13711,5.14
10895,9321,5.15
10896,9477,5.14
10897,15782,5.15
10898,15590,5.14
10899,15786,5.14
10900,8767,5.14
10901,11762,5.15
10902,8006,5.15
10903,13548,5.15
10904,13021,5.15
10905,12104,5.14
10906,14157,5.15
10907,11756,5.15
10908,6580,5.16
10909,10864,5.15
10910,15682,5.16
10911,11782,5.16
10912,9234,5.15
10913,12833,5.15
10914,14726,5.16
10915,11297,5.16
10916,14580,5.16
10917,10275,5.16
10918,14830,5.14
10919,10587,5.16
10920,6303,5.16
10921,14877,5.16
10922,10432,5.16
10923,12894,5.16
10924,9688,5.16
10925,7101,5.16
10926,15972,5.16
10927,11060,5.16
10928,14408,5.16
10929,12995,5.16
10930,14262,5.16
10931,15079,5.16
10932,12370,5.16
10933,16156,5.17
10934,15016,5.16
10935,11263,5.17
10936,13841,5.17
10937,12580,5.17
10938,11197,5.16
10939,14255,5.17
10940,13806,5.17
10941,13166,5.16
10942,8500,5.16
10943,12675,5.17
10944,14704,5.17
10945,5244,5.17
10946,14634,5.17
10947,14233,5.17
10948,9431,5.17
10949,15215,5.17
10950,10347,5.16
10951,15315,5.17
10952,15311,5.17
10953,15371,5.16
10954,12099,5.17
10955,13107,5.17
10956,14565,5.18
10957,15402,5.17
10958,13685,5.18
10959,15706,5.18
10960,12547,5.18
10961,14692,5.17
10962,11496,5.17
10963,14175,5.17
10964,12270,5.18
10965,11639,5.18
10966,15572,5.18
10967,10012,5.18
10968,15550,5.18
10969,15193,5.18
10970,11150,5.18
10971,14349,5.19
10972,11574,5.18
10973,14747,5.19
10974,16101,5.19
10975,16892,5.17
10976,15517,5.18
10977,9036,5.19
10978,12971,5.19
10979,12620,5.19
10980,9797,5.19
10981,11032,5.19
10982,11867,5.19
10983,9018,5.19
10984,11442,5.19
10985,13153,5.19
10986,10006,5.19
10987,12870,5.19
10988,11595,5.19
10989,13034,5.2
10990,12937,5.19
10991,15216,5.2
10992,15025,5.18
10993,8053,5.2
10994,14925,5.2
10995,13128,5.2
10996,13508,5.19
10997,10905,5.18
10998,7687,5.2
10999,14725,5.2
11000,9206,5.2
11001,14787,5.2
11002,10848,5.2
11003,12824,5.2
11004,10804,5.2
11005,5305,5.2
11006,16301,5.2
11007,9839,5.2
11008,9181,5.2
11009,13940,5.21
11010,8606,5.2
11011,15032,5.21
11012,12707,5.21
11013,12146,5.18
11014,10771,5.21
11015,12991,5.2
11016,12089,5.21
11017,7453,5.21
11018,13024,5.21
11019,9394,5.2
11020,13351,5.21
11021,11737,5.21
11022,6703,5.21
11023,12626,5.21
11024,13715,5.21
11025,4377,5.2
11026,11672,5.21
11027,14302,5.21
11028,12477,5.2
11029,13633,5.21
11030,13966,5.21
11031,15779,5.21
11032,14792,5.22
11033,14092,5.23
11034,2641,5.22
11035,8907,5.22
11036,16071,5.23
11037,6591,5.22
11038,12952,5.23
11039,9799,5.22
11040,12796,5.21
11041,11342,5.23
11042,11775,5.22
11043,13935,5.23
11044,13188,5.23
11045,16148,5.21
11046,13902,5.23
11047,3323,5.23
11048,15049,5.23
11049,7595,5.23
11050,7585,5.23
11051,9785,5.23
11052,9119,5.23
11053,11168,5.23
11054,8832,5.23
11055,9888,5.23
11056,14926,5.23
11057,9919,5.23
11058,10441,5.24
11059,10852,5.24
11060,11155,5.24
11061,11673,5.23
11062,14588,5.23
11063,11399,5.24
11064,13661,5.24
11065,14500,5.24
11066,14985,5.24
11067,15841,5.23
11068,14469,5.24
11069,11080,5.25
11070,9990,5.24
11071,14594,5.25
11072,15756,5.24
11073,12850,5.25
11074,13133,5.24
11075,12592,5.25
11076,4936,5.25
11077,7988,5.24
11078,13420,5.25
11079,13644,5.25
11080,12455,5.25
11081,14473,5.24
11082,10004,5.25
11083,12068,5.25
11084,13991,5.25
11085,14917,5.25
11086,5678,5.25
11087,12081,5.25
11088,11050,5.25
11089,14557,5.25
11090,15017,5.26
11091,8021,5.25
11092,14452,5.25
11093,15389,5.26
11094,10044,5.25
11095,16005,5.25
11096,14513,5.26
11097,13829,5.26
11098,15655,5.26
11099,13445,5.26
11100,15684,5.25
11101,14700,5.26
11102,13438,5.26
11103,16157,5.26
11104,10566,5.26
11105,12038,5.26
11106,16542,5.26
11107,4641,5.26
11108,6540,5.26
11109,4768,5.26
11110,14429,5.26
11111,9830,5.26
11112,10882,5.26
11113,10550,5.26
11114,10262,5.26
11115,11185,5.26
11116,16902,5.27
11117,11837,5.26
11118,4198,5.26
11119,11979,5.27
11120,14391,5.27
11121,11253,5.27
11122,12461,5.27
11123,14971,5.26
11124,14328,5.26
11125,16102,5.26
11126,11879,5.27
11127,12538,5.27
11128,16521,5.27
11129,10870,5.27
11130,15325,5.27
11131,14155,5.26
11132,13782,5.27
11133,6608,5.27
11134,11354,5.27
11135,13587,5.27
11136,15165,5.27
11137,7123,5.26
11138,10541,5.27
11139,12227,5.28
11140,15741,5.28
11141,12607,5.28
11142,13520,5.28
11143,11629,5.28
11144,11086,5.28
11145,14335,5.27
11146,12891,5.28
11147,13870,5.28
11148,16319,5.27
11149,13502,5.29
11150,11843,5.29
11151,11138,5.28
11152,11680,5.29
11153,12611,5.29
11154,13326,5.29
11155,11269,5.29
11156,11558,5.29
11157,14778,5.28
11158,6035,5.29
11159,15817,5.29
11160,14771,5.29
11161,8439,5.27
11162,13549,5.29
11163,11677,5.3
11164,9959,5.29
11165,7195,5.28
11166,14750,5.3
11167,10084,5.29
11168,12210,5.3
11169,12557,5.3
11170,1767,5.29
11171,10106,5.29
11172,10029,5.3
11173,10466,5.3
11174,11588,5.3
11175,11180,5.3
11176,14832,5.3
11177,14536,5.3
11178,6830,5.29
11179,12071,5.3
11180,15554,5.3
11181,16439,5.3
11182,10985,5.3
11183,16008,5.3
11184,11406,5.3
11185,11572,5.3
11186,14181,5.3
11187,9433,5.29
11188,15018,5.3
11189,12378,5.3
11190,10291,5.3
11191,13568,5.3
11192,14411,5.3
11193,7665,5.31
11194,13863,5.3
11195,12934,5.3
11196,9568,5.31
11197,12561,5.31
11198,15610,5.31
11199,9832,5.3
11200,16076,5.31
11201,13067,5.31
11202,15485,5.31
11203,15780,5.31
11204,15194,5.31
11205,8401,5.31
11206,11352,5.31
11207,10494,5.31
11208,13564,5.31
11209,10878,5.3
11210,13746,5.31
11211,12647,5.3
11212,12667,5.31
11213,6379,5.31
11214,10740,5.31
11215,13398,5.31
11216,6446,5.31
11217,15865,5.3
11218,13945,5.32
11219,16286,5.31
11220,11924,5.31
11221,15874,5.31
11222,10204,5.32
11223,11758,5.31
11224,13030,5.32
11225,4567,5.32
11226,13844,5.32
11227,16091,5.32
11228,12396,5.32
11229,12484,5.32
11230,13212,5.32
11231,14525,5.32
11232,16509,5.31
11233,8393,5.32
11234,13236,5.31
11235,12815,5.32
11236,10266,5.32
11237,16545,5.32
11238,11368,5.32
11239,11698,5.32
11240,10413,5.32
11241,13873,5.32
11242,13707,5.32
11243,9371,5.32
11244,11887,5.33
11245,16442,5.32
11246,15600,5.32
11247,6135,5.33
11248,10502,5.33
11249,1940,5.33
11250,6473,5.33
11251,9219,5.32
11252,11704,5.31
11253,10055,5.32
11254,6047,5.33
11255,13766,5.33
11256,11112,5.33
11257,11703,5.33
11258,15204,5.33
11259,12092,5.33
11260,9670,5.33
11261,15838,5.32
11262,9454,5.33
11263,14287,5.33
11264,12080,5.33
11265,12384,5.33
11266,8595,5.32
11267,12735,5.33
11268,14993,5.33
11269,8828,5.33
11270,9370,5.33
11271,6053,5.33
11272,13214,5.34
11273,13033,5.34
11274,15826,5.33
11275,8792,5.34
11276,15463,5.34
11277,3515,5.33
11278,16489,5.33
11279,12713,5.34
11280,8304,5.34
11281,3932,5.34
11282,12522,5.33
11283,11728,5.33
11284,11015,5.34
11285,13150,5.34
11286,6598,5.34
11287,11140,5.34
11288,13062,5.34
11289,13596,5.34
11290,13986,5.34
11291,7466,5.34
11292,13436,5.35
11293,14975,5.34
11294,13295,5.34
11295,13700,5.35
11296,14204,5.34
11297,11947,5.35
11298,15125,5.35
11299,13580,5.35
11300,14207,5.35
11301,11577,5.35
11302,10724,5.35
11303,9066,5.35
11304,1323,5.35
11305,7058,5.35
11306,14290,5.34
11307,14273,5.35
11308,2010,5.34
11309,12599,5.35
11310,15217,5.35
11311,12825,5.34
11312,15599,5.35
11313,15849,5.35
11314,7561,5.35
11315,13285,5.34
11316,9211,5.35
11317,14485,5.35
11318,13765,5.35
11319,3265,5.35
11320,8807,5.36
11321,16951,5.36
11322,10930,5.35
11323,16736,5.36
11324,14515,5.36
11325,6602,5.35
11326,4598,5.36
11327,9696,5.35
11328,11882,5.36
11329,5058,5.36
11330,14905,5.36
11331,13640,5.35
11332,14450,5.36
11333,13718,5.36
11334,10630,5.36
11335,16139,5.36
11336,13052,5.36
11337,14795,5.36
11338,10662,5.36
11339,2987,5.35
11340,8858,5.37
11341,9792,5.36
11342,10467,5.36
11343,13712,5.36
11344,9928,5.37
11345,10625,5.37
11346,12161,5.37
11347,7293,5.37
11348,12389,5.37
11349,13290,5.35
11350,10673,5.37
11351,13343,5.36
11352,9061,5.37
11353,170,5.37
11354,15772,5.37
11355,11001,5.38
11356,9695,5.36
11357,6246,5.36
11358,13191,5.37
11359,11980,5.37
11360,936,5.37
11361,15138,5.37
11362,8518,5.38
11363,10993,5.37
11364,15223,5.38
11365,6500,5.38
11366,2435,5.37
11367,3060,5.38
11368,11819,5.39
11369,9633,5.38
11370,4705,5.38
11371,13894,5.38
11372,13473,5.37
11373,14465,5.38
11374,11622,5.38
11375,14663,5.38
11376,11249,5.38
11377,12767,5.38
11378,12074,5.38
11379,16192,5.38
11380,6010,5.37
11381,8359,5.38
11382,11128,5.38
11383,14101,5.38
11384,14573,5.38
11385,2976,5.38
11386,10274,5.38
11387,9047,5.38
11388,11174,5.39
11389,9578,5.38
11390,16275,5.39
11391,15293,5.39
11392,12842,5.38
11393,3356,5.39
11394,10119,5.39
11395,14117,5.39
11396,16436,5.39
11397,12970,5.39
11398,3046,5.39
11399,14695,5.39
11400,16471,5.39
11401,13893,5.39
11402,12460,5.38
11403,11923,5.39
11404,13186,5.39
11405,8116,5.39
11406,14807,5.39
11407,13060,5.4
11408,11786,5.4
11409,14548,5.39
11410,7367,5.39
11411,15879,5.4
11412,7812,5.39
11413,15096,5.4
11414,2328,5.4
11415,8940,5.4
11416,5400,5.39
11417,7838,5.4
11418,11838,5.4
11419,14896,5.4
11420,15349,5.4
11421,15446,5.4
11422,5589,5.4
11423,13442,5.39
11424,15971,5.4
11425,16472,5.4
11426,8108,5.4
11427,3447,5.39
11428,10747,5.4
11429,16167,5.41
11430,16265,5.4
11431,12377,5.4
11432,15159,5.41
11433,14102,5.41
11434,13105,5.41
11435,11915,5.41
11436,15268,5.41
11437,14592,5.41
11438,13437,5.41
11439,14320,5.41
11440,12972,5.41
11441,15866,5.41
11442,13267,5.41
11443,15669,5.41
11444,12653,5.41
11445,12059,5.41
11446,13001,5.41
11447,11693,5.41
11448,16676,5.41
11449,13020,5.41
11450,14180,5.41
11451,12711,5.41
11452,12949,5.4
11453,10154,5.41
11454,11909,5.41
11455,9368,5.41
11456,13689,5.41
11457,10813,5.41
11458,4954,5.41
11459,3408,5.41
11460,13396,5.41
11461,11981,5.42
11462,13732,5.41
11463,11317,5.41
11464,8714,5.41
11465,14029,5.41
11466,12193,5.42
11467,13735,5.42
11468,1220,5.42
11469,11055,5.42
11470,3867,5.42
11471,12237,5.42
11472,4441,5.42
11473,14856,5.42
11474,11481,5.42
11475,7359,5.42
11476,10697,5.42
11477,8236,5.42
11478,4826,5.42
11479,16752,5.42
11480,14589,5.42
11481,15622,5.42
11482,13875,5.42
11483,12838,5.43
11484,10231,5.43
11485,11469,5.43
11486,12920,5.43
11487,11145,5.41
11488,11969,5.42
11489,10336,5.42
11490,13296,5.43
11491,15200,5.42
11492,15057,5.43
11493,10801,5.43
11494,14538,5.42
11495,14895,5.43
11496,15062,5.43
11497,10146,5.43
11498,15077,5.43
11499,8183,5.43
11500,10999,5.43
11501,16967,5.43
11502,14364,5.43
11503,10127,5.43
11504,13904,5.43
11505,12057,5.43
11506,12918,5.43
11507,12981,5.43
11508,4442,5.43
11509,13807,5.43
11510,13961,5.43
11511,10758,5.44
11512,10989,5.44
11513,8975,5.43
11514,15844,5.44
11515,15707,5.44
11516,11719,5.43
11517,12903,5.43
11518,15792,5.44
11519,11671,5.44
11520,15532,5.44
11521,13848,5.44
11522,10488,5.43
11523,7799,5.44
11524,12980,5.44
11525,9158,5.44
11526,8888,5.44
11527,13679,5.43
11528,10809,5.44
11529,4202,5.44
11530,13071,5.44
11531,13521,5.44
11532,10360,5.44
11533,7604,5.44
11534,8953,5.44
11535,7194,5.44
11536,6055,5.43
11537,13217,5.44
11538,6550,5.44
11539,14200,5.44
11540,16340,5.44
11541,8622,5.44
11542,10094,5.45
11543,15378,5.44
11544,12142,5.45
11545,14577,5.44
11546,16493,5.45
11547,13936,5.44
11548,15484,5.44
11549,11471,5.45
11550,10940,5.45
11551,14114,5.45
11552,15004,5.44
11553,14404,5.45
11554,15805,5.44
11555,13277,5.45
11556,9887,5.45
11557,10450,5.44
11558,10875,5.45
11559,14861,5.45
11560,5670,5.45
11561,14430,5.45
11562,14791,5.45
11563,13374,5.45
11564,9931,5.45
11565,5675,5.45
11566,12660,5.46
11567,6723,5.46
11568,13632,5.46
11569,9210,5.45
11570,11826,5.45
11571,11008,5.46
11572,10869,5.46
11573,15170,5.46
11574,15734,5.45
11575,16235,5.45
11576,10109,5.46
11577,12746,5.46
11578,12545,5.46
11579,15418,5.46
11580,15503,5.46
11581,4229,5.46
11582,15306,5.46
11583,12784,5.46
11584,13754,5.46
11585,9840,5.46
11586,6362,5.47
11587,13970,5.46
11588,6150,5.47
11589,7893,5.47
11590,13206,5.46
11591,16337,5.47
11592,12810,5.47
11593,14352,5.45
11594,11262,5.47
11595,15692,5.47
11596,14005,5.47
11597,14015,5.47
11598,14868,5.47
11599,5779,5.47
11600,6543,5.47
11601,12314,5.47
11602,12406,5.47
11603,9088,5.47
11604,12219,5.47
11605,6141,5.46
11606,12434,5.47
11607,13063,5.47
11608,10293,5.47
11609,10245,5.47
11610,10513,5.47
11611,12007,5.47
11612,13876,5.48
11613,10612,5.46
11614,13261,5.47
11615,9571,5.47
11616,15281,5.48
11617,14416,5.48
11618,10333,5.47
11619,13044,5.47
11620,15038,5.48
11621,10738,5.48
11622,10700,5.48
11623,11175,5.48
11624,5235,5.48
11625,10675,5.48
11626,13601,5.48
11627,14421,5.48
11628,2747,5.48
11629,14330,5.48
11630,13339,5.48
11631,13542,5.48
11632,13158,5.48
11633,10641,5.48
11634,8392,5.48
11635,15153,5.48
11636,11139,5.48
11637,1753,5.48
11638,6789,5.48
11639,12426,5.48
11640,12296,5.48
11641,10091,5.48
11642,12307,5.48
11643,14202,5.48
11644,9970,5.48
11645,15160,5.48
11646,6797,5.49
11647,12375,5.49
11648,4359,5.48
11649,11968,5.49
11650,5307,5.49
11651,1203,5.49
11652,13348,5.49
11653,12133,5.49
11654,8867,5.48
11655,9363,5.48
11656,14805,5.49
11657,11045,5.49
11658,13941,5.48
11659,10975,5.49
11660,9128,5.49
11661,11543,5.49
11662,10438,5.49
11663,10570,5.49
11664,13942,5.49
11665,13885,5.49
11666,8204,5.5
11667,15109,5.49
11668,12924,5.48
11669,12220,5.5
11670,10166,5.49
11671,15403,5.5
11672,6401,5.5
11673,11331,5.5
11674,11056,5.5
11675,15043,5.5
11676,12733,5.5
11677,12078,5.5
11678,15436,5.5
11679,3712,5.5
11680,10216,5.5
11681,6770,5.5
11682,9079,5.5
11683,11186,5.46
11684,10108,5.5
11685,13652,5.49
11686,6169,5.49
11687,14666,5.5
11688,11101,5.5
11689,15346,5.5
11690,9386,5.5
11691,10679,5.5
11692,6828,5.5
11693,14437,5.5
11694,11478,5.5
11695,5638,5.5
11696,14389,5.5
11697,10057,5.5
11698,11370,5.5
11699,5556,5.5
11700,2701,5.5
11701,11292,5.51
11702,14852,5.51
11703,11359,5.51
11704,7885,5.5
11705,15028,5.51
11706,15385,5.5
11707,13814,5.51
11708,11678,5.51
11709,13989,5.51
11710,5464,5.51
11711,13710,5.51
11712,10734,5.51
11713,12156,5.5
11714,10189,5.51
11715,10176,5.5
11716,3828,5.51
11717,10899,5.51
11718,15338,5.51
11719,11860,5.51
11720,11615,5.51
11721,1710,5.51
11722,14259,5.5
11723,13845,5.51
11724,10325,5.49
11725,12138,5.51
11726,12273,5.51
11727,11773,5.51
11728,15362,5.51
11729,14034,5.51
11730,14418,5.51
11731,15132,5.51
11732,12819,5.51
11733,11205,5.51
11734,10035,5.51
11735,3267,5.51
11736,5823,5.51
11737,14021,5.51
11738,13597,5.51
11739,7652,5.52
11740,10366,5.52
11741,13106,5.51
11742,12832,5.51
11743,12096,5.52
11744,9748,5.51
11745,13929,5.52
11746,9230,5.52
11747,9317,5.52
11748,12094,5.52
11749,10499,5.52
11750,4915,5.52
11751,15701,5.52
11752,11459,5.52
11753,11151,5.52
11754,14664,5.52
11755,12395,5.52
11756,13649,5.52
11757,12271,5.52
11758,12828,5.52
11759,15126,5.52
11760,7848,5.52
11761,7300,5.52
11762,13156,5.51
11763,12447,5.52
11764,6398,5.52
11765,14427,5.53
11766,10546,5.53
11767,6147,5.52
11768,11946,5.53
11769,14318,5.52
11770,14123,5.53
11771,14222,5.52
11772,11664,5.53
11773,11447,5.53
11774,12671,5.53
11775,10963,5.53
11776,9856,5.53
11777,6405,5.52
11778,13045,5.53
11779,6344,5.53
11780,16024,5.53
11781,12798,5.53
11782,10401,5.53
11783,11100,5.52
11784,9298,5.53
11785,11194,5.53
11786,7249,5.52
11787,14689,5.53
11788,8318,5.53
11789,11716,5.53
11790,14193,5.53
11791,9589,5.53
11792,7428,5.53
11793,11424,5.54
11794,15212,5.54
11795,10531,5.54
11796,5358,5.55
11797,15353,5.54
11798,13416,5.54
11799,13480,5.54
11800,13359,5.53
11801,12800,5.54
11802,9915,5.54
11803,12654,5.54
11804,3872,5.54
11805,9237,5.53
11806,12812,5.54
11807,13569,5.54
11808,11248,5.54
11809,15050,5.54
11810,9638,5.54
11811,9567,5.54
11812,5606,5.54
11813,10059,5.54
11814,5506,5.54
11815,11454,5.54
11816,15261,5.54
11817,15716,5.54
11818,10286,5.54
11819,13571,5.54
11820,9761,5.53
11821,14819,5.54
11822,809,5.55
11823,9415,5.55
11824,13674,5.55
11825,12352,5.55
11826,15086,5.55
11827,4914,5.55
11828,10816,5.54
11829,16354,5.54
11830,14685,5.55
11831,15372,5.55
11832,13837,5.55
11833,11367,5.55
11834,15406,5.55
11835,16903,5.56
11836,13269,5.54
11837,8656,5.55
11838,5292,5.56
11839,12528,5.56
11840,13435,5.56
11841,11380,5.54
11842,12582,5.56
11843,14065,5.55
11844,8353,5.56
11845,12090,5.56
11846,3922,5.55
11847,2901,5.56
11848,6692,5.56
11849,15487,5.56
11850,7372,5.56
11851,14225,5.56
11852,8083,5.56
11853,11113,5.56
11854,11760,5.56
11855,7209,5.56
11856,274,5.56
11857,10537,5.57
11858,1565,5.56
11859,11724,5.56
11860,11791,5.57
11861,11309,5.57
11862,7689,5.57
11863,13110,5.57
11864,11104,5.57
11865,14163,5.57
11866,12416,5.56
11867,14245,5.56
11868,8919,5.56
11869,8423,5.57
11870,5718,5.56
11871,15014,5.57
11872,6413,5.57
11873,12925,5.57
11874,14676,5.57
11875,10681,5.58
11876,12899,5.58
11877,14996,5.58
11878,10719,5.57
11879,10258,5.57
11880,13504,5.57
11881,10080,5.58
11882,11637,5.57
11883,7394,5.58
11884,15544,5.58
11885,12536,5.57
11886,11220,5.58
11887,8766,5.58
11888,15039,5.58
11889,13528,5.58
11890,11552,5.58
11891,11250,5.58
11892,13602,5.58
11893,9072,5.57
11894,8793,5.58
11895,11752,5.58
11896,11306,5.58
11897,11510,5.58
11898,14327,5.58
11899,10705,5.58
11900,5571,5.58
11901,13284,5.58
11902,13558,5.58
11903,13763,5.58
11904,11497,5.58
11905,13365,5.58
11906,10760,5.58
11907,12151,5.58
11908,10032,5.59
11909,14558,5.58
11910,11455,5.59
11911,10614,5.59
11912,10840,5.58
11913,4917,5.59
11914,12575,5.58
11915,5042,5.59
11916,8884,5.6
11917,6677,5.58
11918,9905,5.59
11919,12135,5.59
11920,7415,5.59
11921,13125,5.59
11922,7861,5.59
11923,9680,5.59
11924,9281,5.59
11925,6274,5.59
11926,6596,5.59
11927,16765,5.59
11928,11962,5.59
11929,13175,5.59
11930,9720,5.59
11931,10072,5.59
11932,7833,5.59
11933,8168,5.59
11934,14235,5.59
11935,16510,5.59
11936,11356,5.59
11937,16177,5.59
11938,12531,5.59
11939,9226,5.59
11940,11893,5.59
11941,12414,5.6
11942,13889,5.6
11943,4809,5.59
11944,13977,5.6
11945,7395,5.6
11946,12446,5.6
11947,13522,5.6
11948,13463,5.6
11949,10674,5.6
11950,11227,5.6
11951,14482,5.6
11952,14870,5.6
11953,2387,5.6
11954,13066,5.6
11955,12085,5.6
11956,6529,5.6
11957,8929,5.6
11958,12604,5.6
11959,10927,5.6
11960,12379,5.6
11961,8328,5.6
11962,11485,5.61
11963,14345,5.6
11964,15295,5.6
11965,13229,5.6
11966,11009,5.61
11967,1806,5.61
11968,8187,5.61
11969,13310,5.61
11970,12411,5.6
11971,13759,5.61
11972,13369,5.6
11973,9410,5.61
11974,10530,5.6
11975,10151,5.61
11976,12209,5.61
11977,12069,5.6
11978,15457,5.61
11979,15922,5.61
11980,11769,5.61
11981,10754,5.61
11982,15892,5.61
11983,5743,5.61
11984,14674,5.61
11985,9192,5.61
11986,7310,5.62
11987,13501,5.61
11988,13560,5.61
11989,7079,5.61
11990,16059,5.62
11991,10218,5.62
11992,10829,5.62
11993,13579,5.62
11994,10950,5.62
11995,2231,5.61
11996,7246,5.62
11997,7465,5.62
11998,11888,5.62
11999,11203,5.61
12000,15405,5.62
12001,13018,5.62
12002,11681,5.62
12003,16431,5.61
12004,3121,5.62
12005,16072,5.62
12006,13608,5.62
12007,10255,5.63
12008,11332,5.62
12009,8862,5.61
12010,10653,5.62
12011,9780,5.62
12012,12892,5.63
12013,12939,5.63
12014,15206,5.63
12015,11251,5.62
12016,11641,5.63
12017,10309,5.62
12018,3423,5.63
12019,11277,5.63
12020,7785,5.63
12021,13197,5.63
12022,5812,5.63
12023,15847,5.63
12024,14911,5.63
12025,8821,5.63
12026,14546,5.63
12027,7835,5.63
12028,9753,5.63
12029,13032,5.63
12030,12274,5.63
12031,8845,5.63
12032,6312,5.63
12033,13586,5.63
12034,10297,5.62
12035,13616,5.63
12036,16090,5.63
12037,12942,5.63
12038,7732,5.63
12039,14789,5.63
12040,7357,5.63
12041,8638,5.63
12042,12043,5.63
12043,1683,5.63
12044,5294,5.64
12045,11401,5.64
12046,13264,5.63
12047,16665,5.64
12048,13145,5.63
12049,6395,5.63
12050,14211,5.64
12051,6809,5.64
12052,14210,5.64
12053,15116,5.64
12054,14049,5.64
12055,14503,5.64
12056,16055,5.64
12057,12818,5.64
12058,11018,5.64
12059,11682,5.64
12060,10321,5.64
